"Dato";"Kategori";"Underkategori";"Tekst";"Beløb";"Saldo";"Status";"Afstemt"
"04.04.2025";"Bolig                                                                         ";"Vedligeholdelse                                                               ";"Bauhaus Valby      68940";"-255,85";"39.421,60";"Udført";"Nej"
"04.04.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            98126";"-17,60";"39.404,00";"Udført";"Nej"
"04.04.2025";"Fornøjelser og fritid                                                         ";"Cykel/tilbehør                                                                ";"A-H Cykler         63881";"-1.144,80";"38.259,20";"Udført";"Nej"
"06.04.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Evelyn Strøm Wendt";"4.000,00";"42.259,20";"Udført";"Nej"
"10.04.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Finn L. & Davidsen";"-1.930,00";"40.329,20";"Udført";"Nej"
"15.04.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"Audible*8U1YE32H3\ \Amzn.co...";"-101,91";"40.227,29";"Udført";"Nej"
"15.04.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-1,53";"40.225,76";"Udført";"Nej"
"15.04.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"RPSTRENGTH\ \RPSTRENGTH.CO\";"-233,41";"39.992,35";"Udført";"Nej"
"15.04.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-3,50";"39.988,85";"Udført";"Nej"
"16.04.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Børne- og Ungeydelse";"4.742,00";"44.730,85";"Udført";"Nej"
"16.04.2025";"Fornøjelser og fritid                                                         ";"Ferie                                                                         ";"AIRBNB * HMDM95WFN3\ \458-9...";"-1.905,10";"42.825,75";"Udført";"Nej"
"22.04.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            71261";"-17,60";"42.808,15";"Udført";"Nej"
"22.04.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            81641";"-36,80";"42.771,35";"Udført";"Nej"
"22.04.2025";"Fornøjelser og fritid                                                         ";"Aviser/blade/bøger                                                            ";"Bog & idé Fisketor 04113";"-519,85";"42.251,50";"Udført";"Nej"
"22.04.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            32652";"-22,00";"42.229,50";"Udført";"Nej"
"22.04.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            85006";"-22,00";"42.207,50";"Udført";"Nej"
"22.04.2025";"                                                                              ";"                                                                              ";"Børnepenge - PRM";"-2.327,00";"";"Slettet";"Nej"
"24.04.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Til Dagligvarer";"-2.000,00";"40.207,50";"Udført";"Nej"
"25.04.2025";"Bolig                                                                         ";"Vedligeholdelse                                                               ";"completvvs.dk/     15879";"-1.104,00";"39.103,50";"Udført";"Nej"
"28.04.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            21935";"-19,00";"39.084,50";"Udført";"Nej"
"28.04.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"Killer Kebab       18950";"-95,00";"38.989,50";"Udført";"Nej"
"28.04.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"KENNEDYS IRISH BAR 02346";"-67,00";"38.922,50";"Udført";"Nej"
"28.04.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"Mc. Kluud A/S      40664";"-76,00";"38.846,50";"Udført";"Nej"
"28.04.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"Killer Kebab       16034";"-95,00";"38.751,50";"Udført";"Nej"
"28.04.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"Isted Grill        29124";"-114,00";"38.637,50";"Udført";"Nej"
"28.04.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            81633";"-17,60";"38.619,90";"Udført";"Nej"
"29.04.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            92789";"-23,80";"38.596,10";"Udført";"Nej"
"29.04.2025";"Dagligvarer                                                                   ";"Specialforretning                                                             ";"Crazy Softice\ \Hvidovre\";"-41,00";"38.555,10";"Udført";"Nej"
"30.04.2025";"Løn og pension                                                                ";"Løn                                                                           ";"LØNOVERFØRSEL";"45.249,00";"83.804,10";"Udført";"Nej"
"30.04.2025";"Bolig                                                                         ";"Bolig-/andelsboliglån                                                         ";"Nedbetaling huslån - PRM";"-7.298,00";"76.506,10";"Udført";"Nej"
"30.04.2025";"Bolig                                                                         ";"Bolig-/andelsboliglån                                                         ";"Huslån - PRM";"-7.298,00";"69.208,10";"Udført";"Nej"
"30.04.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Til Dagligvarer";"-4.000,00";"65.208,10";"Udført";"Nej"
"01.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"iCloud Fastefæll.udgifte";"69,00";"65.277,10";"Udført";"Nej"
"01.05.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Dagligvarer - PRM";"-4.500,00";"60.777,10";"Udført";"Nej"
"01.05.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Vuggestue - PRM";"-3.068,00";"57.709,10";"Udført";"Nej"
"01.05.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"El, vand og varme - PRM";"-1.084,00";"56.625,10";"Udført";"Nej"
"01.05.2025";"Personforsikringer                                                            ";"Ulykkesforsikring                                                             ";"Ulykkesforsikring";"-588,80";"56.036,30";"Udført";"Nej"
"01.05.2025";"Bolig                                                                         ";"Husforsikring                                                                 ";"Hus, indboforsikr - PRM";"-387,00";"55.649,30";"Udført";"Nej"
"01.05.2025";"Transport                                                                     ";"Bilforsikring                                                                 ";"Bilforsikr, afgift - PRM";"-300,00";"55.349,30";"Udført";"Nej"
"01.05.2025";"Personforsikringer                                                            ";"Sundhedsforsikring                                                            ";"Sundhedsforsikring - PRM";"-191,00";"55.158,30";"Udført";"Nej"
"01.05.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Renovation - PRM";"-171,00";"54.987,30";"Udført";"Nej"
"01.05.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Spotify, iCloud - PRM";"-97,00";"54.890,30";"Udført";"Nej"
"01.05.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"3 Danmark\ \Koebenhavn SV\";"-165,28";"54.725,02";"Udført";"Nej"
"01.05.2025";"Øvrige udgifter                                                               ";"Telefon                                                                       ";"hiper.dk           83093";"-339,00";"54.386,02";"Udført";"Nej"
"05.05.2025";"Øvrige udgifter                                                               ";"Fagforening                                                                   ";"Ida Ingeniørfore. i Danm";"-878,25";"53.507,77";"Udført";"Nej"
"06.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Orion Shanti Dals...";"-1.000,00";"52.507,77";"Udført";"Nej"
"11.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Rasmus Eriksen";"-35,00";"52.472,77";"Udført";"Nej"
"13.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"SUMUP  *VUE MDLXRXPV\ \COTI...";"-284,96";"52.187,81";"Udført";"Nej"
"13.05.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"Audible*NI98T6VV0\ \Amzn.co...";"-99,63";"52.088,18";"Udført";"Nej"
"13.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-1,49";"52.086,69";"Udført";"Nej"
"14.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"RPSTRENGTH\ \RPSTRENGTH.CO\";"-233,17";"51.853,52";"Udført";"Nej"
"14.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-3,50";"51.850,02";"Udført";"Nej"
"14.05.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            75786";"-59,50";"51.790,52";"Udført";"Nej"
"15.05.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            33621";"-22,00";"51.768,52";"Udført";"Nej"
"15.05.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            86155";"-22,00";"51.746,52";"Udført";"Nej"
"15.05.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Til Dagligvarer";"-2.000,00";"49.746,52";"Udført";"Nej"
"16.05.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Hitster - gave mark";"-190,00";"49.556,52";"Udført";"Nej"
"17.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Orion Shanti Dals...";"-285,00";"49.271,52";"Udført";"Nej"
"19.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"SP MERIDIAN GROOMING\ \MERI...";"-629,00";"48.642,52";"Udført";"Nej"
"19.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-9,44";"48.633,08";"Udført";"Nej"
"19.05.2025";"Fornøjelser og fritid                                                         ";"Fritidsaktivitet                                                              ";"loebeshop.dk       48261";"-3.097,00";"45.536,08";"Udført";"Nej"
"19.05.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"selvbetjening.id-p 2BED6";"-505,00";"45.031,08";"Udført";"Nej"
"20.05.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Til Dagligvarer";"-1.000,00";"44.031,08";"Udført";"Nej"
"21.05.2025";"Dagligvarer                                                                   ";"Bager                                                                         ";"R-BAKERY V/RENE OSTERG\ \HV...";"-122,00";"43.909,08";"Udført";"Nej"
"21.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Orion Shanti Dals...";"150,00";"44.059,08";"Udført";"Nej"
"22.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Garmin\ \Southampton  \";"-49,00";"44.010,08";"Udført";"Nej"
"22.05.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            03288";"-22,00";"43.988,08";"Udført";"Nej"
"23.05.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            44326";"-22,00";"43.966,08";"Udført";"Nej"
"24.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Fjernvarme";"24.297,00";"68.263,08";"Udført";"Nej"
"26.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"FREETRAILER\ \COPENHAGEN\";"-84,00";"68.179,08";"Udført";"Nej"
"26.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"ZACHO-LIND A/S";"-48.593,75";"19.585,33";"Udført";"Nej"
"27.05.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"AMZN Mktp DE\ \AMAZON.DE\";"474,50";"20.059,83";"Udført";"Nej"
"28.05.2025";"Løn og pension                                                                ";"Løn                                                                           ";"LØNOVERFØRSEL";"50.093,02";"70.152,85";"Udført";"Nej"
"28.05.2025";"Bolig                                                                         ";"Bolig-/andelsboliglån                                                         ";"Nedbetaling huslån - PRM";"-7.298,00";"62.854,85";"Udført";"Nej"
"28.05.2025";"Bolig                                                                         ";"Bolig-/andelsboliglån                                                         ";"Huslån - PRM";"-7.298,00";"55.556,85";"Udført";"Nej"
"28.05.2025";"Tøj, sko og personlig pleje                                                   ";"Tandlæge/læge/medicin                                                         ";"Qure Fysioterapi\ \Koebenha...";"-390,00";"55.166,85";"Udført";"Nej"
"02.06.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"3 Danmark\ \Koebenhavn SV\";"-160,00";"55.006,85";"Udført";"Nej"
"02.06.2025";"Øvrige udgifter                                                               ";"Telefon                                                                       ";"hiper.dk           55538";"-339,00";"54.667,85";"Udført";"Nej"
"02.06.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Dagligvarer - PRM";"-4.500,00";"50.167,85";"Udført";"Nej"
"02.06.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Vuggestue - PRM";"-3.068,00";"47.099,85";"Udført";"Nej"
"02.06.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"El, vand og varme - PRM";"-1.084,00";"46.015,85";"Udført";"Nej"
"02.06.2025";"Bolig                                                                         ";"Husforsikring                                                                 ";"Hus, indboforsikr - PRM";"-387,00";"45.628,85";"Udført";"Nej"
"02.06.2025";"Transport                                                                     ";"Bilforsikring                                                                 ";"Bilforsikr, afgift - PRM";"-300,00";"45.328,85";"Udført";"Nej"
"02.06.2025";"Personforsikringer                                                            ";"Sundhedsforsikring                                                            ";"Sundhedsforsikring - PRM";"-191,00";"45.137,85";"Udført";"Nej"
"02.06.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Renovation - PRM";"-171,00";"44.966,85";"Udført";"Nej"
"02.06.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Spotify, iCloud - PRM";"-97,00";"44.869,85";"Udført";"Nej"
"02.06.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"iCloud Fastefæll.udgifte";"69,00";"44.938,85";"Udført";"Nej"
"03.06.2025";"Fornøjelser og fritid                                                         ";"Fritidsaktivitet                                                              ";"Arca ApS\ \Copenhagen N \";"-529,00";"44.409,85";"Udført";"Nej"
"03.06.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"SlowDown Hotels GmbH\ \Lueb...";"-257,15";"44.152,70";"Udført";"Nej"
"03.06.2025";"Tøj, sko og personlig pleje                                                   ";"Tøj/sko                                                                       ";"CB Mode\ \Kiel\";"-749,37";"43.403,33";"Udført";"Nej"
"10.06.2025";"Fornøjelser og fritid                                                         ";"Cykel/tilbehør                                                                ";"Al Bike ApS        04473";"-319,00";"43.084,33";"Udført";"Nej"
"10.06.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            25655";"-42,00";"43.042,33";"Udført";"Nej"
"10.06.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            90338";"-22,00";"43.020,33";"Udført";"Nej"
"11.06.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Bodyworld protein";"-1.208,00";"41.812,33";"Udført";"Nej"
"11.06.2025";"Fornøjelser og fritid                                                         ";"Fritidsaktivitet                                                              ";"Eventyrsport A/S   83886";"-1.998,00";"39.814,33";"Udført";"Nej"
"13.06.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"Audible*NH5U17DN0\ \Amzn.co...";"-98,08";"39.716,25";"Udført";"Nej"
"13.06.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-1,47";"39.714,78";"Udført";"Nej"
"14.06.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Martin Rasmus Grø...";"-2.822,21";"36.892,57";"Udført";"Nej"
"14.06.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Regitze Søe Bruun...";"-593,59";"36.298,98";"Udført";"Nej"
"14.06.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Regitze Søe Bruun...";"593,59";"36.892,57";"Udført";"Nej"
"14.06.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Lee Ann Hollesen ...";"1.708,00";"38.600,57";"Udført";"Nej"
"16.06.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"RPSTRENGTH\ \RPSTRENGTH.CO\";"-228,88";"38.371,69";"Udført";"Nej"
"16.06.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-3,43";"38.368,26";"Udført";"Nej"
"17.06.2025";"Dagligvarer                                                                   ";"Bager                                                                         ";"R-BAKERY V/RENE OSTERG\ \HV...";"-155,00";"38.213,26";"Udført";"Nej"
"17.06.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Til Dagligvarer";"-2.000,00";"36.213,26";"Udført";"Nej"
"18.06.2025";"Fornøjelser og fritid                                                         ";"Aviser/blade/bøger                                                            ";"AMZN Mktp DE*1F87G8BY5\ \80...";"-841,68";"35.371,58";"Udført";"Nej"
"19.06.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"tipster.dk         1-2-6";"-250,00";"35.121,58";"Udført";"Nej"
"22.06.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Xi'an xian";"-45,00";"35.076,58";"Udført";"Nej"
"22.06.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Yi Gao";"-120,00";"34.956,58";"Udført";"Nej"
"24.06.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            53823";"-22,00";"34.934,58";"Udført";"Nej"
"24.06.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            15489";"-22,00";"34.912,58";"Udført";"Nej"
"25.06.2025";"Transport                                                                     ";"Andet                                                                         ";"FREETRAILER\ \COPENHAGEN\";"-84,00";"34.828,58";"Udført";"Nej"
"26.06.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Til Dagligvarer";"-1.000,00";"33.828,58";"Udført";"Nej"
"27.06.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            87595";"-17,60";"33.810,98";"Udført";"Nej"
"27.06.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            30969";"-22,00";"33.788,98";"Udført";"Nej"
"30.06.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            29123";"-17,60";"33.771,38";"Udført";"Nej"
"30.06.2025";"Løn og pension                                                                ";"Løn                                                                           ";"LØNOVERFØRSEL";"45.249,00";"79.020,38";"Udført";"Nej"
"30.06.2025";"Tøj, sko og personlig pleje                                                   ";"Tøj/sko                                                                       ";"SPORTYFIT DK\ \KOLDING\";"-1.194,00";"77.826,38";"Udført";"Nej"
"30.06.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"Papa Ramen         87419";"-160,00";"77.666,38";"Udført";"Nej"
"30.06.2025";"Bolig                                                                         ";"Bolig-/andelsboliglån                                                         ";"Nedbetaling huslån - PRM";"-7.298,00";"70.368,38";"Udført";"Nej"
"30.06.2025";"Bolig                                                                         ";"Bolig-/andelsboliglån                                                         ";"Huslån - PRM";"-7.298,00";"63.070,38";"Udført";"Nej"
"30.06.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            85972";"-22,00";"63.048,38";"Udført";"Nej"
"30.06.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Til Dagligvarer";"-1.000,00";"62.048,38";"Udført";"Nej"
"01.07.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"iCloud Fastefæll.udgifte";"69,00";"62.117,38";"Udført";"Nej"
"01.07.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Dagligvarer - PRM";"-4.500,00";"57.617,38";"Udført";"Nej"
"01.07.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Vuggestue - PRM";"-3.068,00";"54.549,38";"Udført";"Nej"
"01.07.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"El, vand og varme - PRM";"-1.084,00";"53.465,38";"Udført";"Nej"
"01.07.2025";"Bolig                                                                         ";"Husforsikring                                                                 ";"Hus, indboforsikr - PRM";"-387,00";"53.078,38";"Udført";"Nej"
"01.07.2025";"Transport                                                                     ";"Bilforsikring                                                                 ";"Bilforsikr, afgift - PRM";"-300,00";"52.778,38";"Udført";"Nej"
"01.07.2025";"Personforsikringer                                                            ";"Sundhedsforsikring                                                            ";"Sundhedsforsikring - PRM";"-191,00";"52.587,38";"Udført";"Nej"
"01.07.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Renovation - PRM";"-171,00";"52.416,38";"Udført";"Nej"
"01.07.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Spotify, iCloud - PRM";"-97,00";"52.319,38";"Udført";"Nej"
"01.07.2025";"Personforsikringer                                                            ";"A-kasse                                                                       ";"Akademikernes A-Kasse";"-1.497,00";"50.822,38";"Udført";"Nej"
"01.07.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"3 Danmark\ \Koebenhavn SV\";"-161,76";"50.660,62";"Udført";"Nej"
"01.07.2025";"Øvrige udgifter                                                               ";"Telefon                                                                       ";"hiper.dk           80012";"-339,00";"50.321,62";"Udført";"Nej"
"02.07.2025";"Fornøjelser og fritid                                                         ";"Fritidsaktivitet                                                              ";"Arca ApS\ \Copenhagen N \";"-529,00";"49.792,62";"Udført";"Nej"
"02.07.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"SPORTYFIT DK\ \KOLDING\";"1.194,00";"50.986,62";"Udført";"Nej"
"06.07.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Tobias Karl Milde...";"-2.700,00";"48.286,62";"Udført";"Nej"
"07.07.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Bauhaus Valby      80036";"244,95";"48.531,57";"Udført";"Nej"
"07.07.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Michelle Geertrud...";"275,00";"48.806,57";"Udført";"Nej"
"07.07.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            20495";"-22,00";"48.784,57";"Udført";"Nej"
"07.07.2025";"Fornøjelser og fritid                                                         ";"Biograf/koncert/teater                                                        ";"Billetlugen.dk     95358";"-560,00";"48.224,57";"Udført";"Nej"
"07.07.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            70384";"-22,00";"48.202,57";"Udført";"Nej"
"08.07.2025";"Tøj, sko og personlig pleje                                                   ";"Tøj/sko                                                                       ";"XEROSHOES.EU\ \PRAGUE\";"-453,74";"47.748,83";"Udført";"Nej"
"08.07.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            28676";"-90,00";"47.658,83";"Udført";"Nej"
"08.07.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            44095";"-33,60";"47.625,23";"Udført";"Nej"
"08.07.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            76588";"-22,00";"47.603,23";"Udført";"Nej"
"10.07.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Til Faste Fællesudgifter";"-2.000,00";"45.603,23";"Udført";"Nej"
"10.07.2025";"Fornøjelser og fritid                                                         ";"Cykel/tilbehør                                                                ";"cykelgear.dk       93310";"-1.330,00";"44.273,23";"Udført";"Nej"
"13.07.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Yousef Abdullah A...";"300,00";"44.573,23";"Udført";"Nej"
"15.07.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"OVERSKYDENDE SKAT";"34.598,00";"79.171,23";"Udført";"Nej"
"15.07.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"Audible*NR7M090T2\ \Amzn.co...";"-95,66";"79.075,57";"Udført";"Nej"
"15.07.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-1,43";"79.074,14";"Udført";"Nej"
"15.07.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"RPSTRENGTH\ \RPSTRENGTH.CO\";"-223,82";"78.850,32";"Udført";"Nej"
"15.07.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-3,36";"78.846,96";"Udført";"Nej"
"15.07.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Autotal";"-2.000,00";"76.846,96";"Udført";"Nej"
"16.07.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            07972";"-22,00";"76.824,96";"Udført";"Nej"
"16.07.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            46937";"-46,00";"76.778,96";"Udført";"Nej"
"17.07.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"Koebenhavns Bageri ApS\ \Ko...";"-34,00";"76.744,96";"Udført";"Nej"
"17.07.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"SpidsKloak";"-2.700,00";"74.044,96";"Udført";"Nej"
"17.07.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Lee Ann Hollesen ...";"1.350,00";"75.394,96";"Udført";"Nej"
"18.07.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Børne- og Ungeydelse";"4.742,00";"80.136,96";"Udført";"Nej"
"20.07.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Michelle Geertrud...";"140,00";"80.276,96";"Udført";"Nej"
"21.07.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            72690";"-42,00";"80.234,96";"Udført";"Nej"
"21.07.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            12465";"-22,00";"80.212,96";"Udført";"Nej"
"22.07.2025";"Fornøjelser og fritid                                                         ";"Biograf/koncert/teater                                                        ";"Nordisk Film Biografer\ \+4...";"-280,00";"79.932,96";"Udført";"Nej"
"22.07.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Til Dagligvarer";"-1.000,00";"78.932,96";"Udført";"Nej"
"23.07.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            54286";"-22,00";"78.910,96";"Udført";"Nej"
"23.07.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            99134";"-22,00";"78.888,96";"Udført";"Nej"
"23.07.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Til Dagligvarer";"-1.000,00";"77.888,96";"Udført";"Nej"
"30.07.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            93212";"-22,00";"77.866,96";"Udført";"Nej"
"31.07.2025";"Løn og pension                                                                ";"Løn                                                                           ";"LØNOVERFØRSEL";"45.249,00";"123.115,96";"Udført";"Nej"
"31.07.2025";"Bolig                                                                         ";"Bolig-/andelsboliglån                                                         ";"Nedbetaling huslån - PRM";"-7.298,00";"115.817,96";"Udført";"Nej"
"31.07.2025";"Bolig                                                                         ";"Bolig-/andelsboliglån                                                         ";"Huslån - PRM";"-7.298,00";"108.519,96";"Udført";"Nej"
"01.08.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"iCloud Fastefæll.udgifte";"69,00";"108.588,96";"Udført";"Nej"
"01.08.2025";"Øvrige udgifter                                                               ";"Budgetoverførsel                                                              ";"Dagligvarer - PRM";"-4.500,00";"104.088,96";"Udført";"Nej"
"01.08.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Vuggestue - PRM";"-3.068,00";"101.020,96";"Udført";"Nej"
"01.08.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"El, vand og varme - PRM";"-1.084,00";"99.936,96";"Udført";"Nej"
"01.08.2025";"Personforsikringer                                                            ";"Ulykkesforsikring                                                             ";"Ulykkesforsikring";"-588,80";"99.348,16";"Udført";"Nej"
"01.08.2025";"Bolig                                                                         ";"Husforsikring                                                                 ";"Hus, indboforsikr - PRM";"-387,00";"98.961,16";"Udført";"Nej"
"01.08.2025";"Transport                                                                     ";"Bilforsikring                                                                 ";"Bilforsikr, afgift - PRM";"-300,00";"98.661,16";"Udført";"Nej"
